,cosine,dates,format_change?,sentiment_d,date_delta
IP,0.9937348067696263,"['2019-02-20', '2018-02-22']",0,-0.04584439560335013,4
IPG,0.9756428488199402,"['2019-02-25', '2018-02-26']",0,-0.01683473945428808,3
IFF,0.959076308255121,"['2019-02-26', '2018-02-27']",0,-0.04522711959923365,3
INTU,1.0000000000000027,"['2019-08-30', '2018-08-31']",0,0.0,3
ISRG,0.9878517716545946,"['2019-02-04', '2018-02-02']",0,-0.029547065822655833,2
IVZ,0.994078283415207,"['2019-02-22', '2018-02-23']",0,0.01698349462094627,3
IPGP,0.09176302206724482,"['2019-02-27', '2018-02-28']",1,0.07413970879227003,3
IQV,0.9893799021033687,"['2019-02-19', '2018-02-16']",0,-0.0037639131243434815,1
IRM,0.9910812013157795,"['2019-02-14', '2018-02-16']",0,-0.06799935532504808,4
JBHT,0.989636511551646,"['2019-02-22', '2018-02-23']",0,-0.12215141819131846,3
JEC,0.9739786273404867,"['2018-11-21', '2017-11-21']",0,-0.04124806137127107,2
SJM,0.7388248205172915,"['2019-06-17', '2018-06-18']",0,-0.08116799209409253,3
JNJ,0.9914816900234203,"['2019-02-20', '2018-02-21']",0,-0.04579825725823584,3
JCI,0.9948014838944998,"['2018-11-20', '2017-11-21']",0,0.06153942836590597,3
JPM,0.07724564147434902,"['2019-02-26', '2018-02-27']",1,0.7383641933663665,3
JNPR,0.9925687295874642,"['2019-02-22', '2018-02-23']",0,0.0017448781630985954,3
KSU,0.9944331243895194,"['2019-01-25', '2018-01-26']",0,0.2811025529454296,3
K,0.9838240101552529,"['2019-02-25', '2018-02-20']",0,-0.00649353017790808,-1
KEY,0.0837367867188233,"['2019-02-25', '2018-02-26']",1,-0.18020745298840954,3
KMB,0.9945427158550542,"['2019-02-07', '2018-02-08']",0,-0.030077058212174785,3
KIM,0.9954454150290192,"['2019-02-15', '2018-02-23']",0,0.0633131285709247,8
KMI,0.9892570260288895,"['2019-02-08', '2018-02-09']",0,-0.07723423749464366,3
KLAC,0.9459564214019602,"['2019-08-16', '2018-08-06']",0,0.10110133732112275,-6
KSS,0.983135824719667,"['2019-03-22', '2018-03-23']",0,-0.09944108471402237,3
KR,0.31352892608798416,"['2019-04-02', '2018-04-18']",0,-0.48935382182488557,14
LB,0.9920740697338494,"['2019-03-22', '2018-03-23']",0,-0.04112456084253843,3
LH,0.9932057784112044,"['2019-02-28', '2018-02-27']",0,-0.04992600352218421,1
LRCX,0.0906515351902842,"['2019-08-20', '2018-08-14']",1,0.036890103209365546,-2
LEG,0.9833399327473547,"['2019-02-27', '2018-02-22']",0,-0.0666343688822371,-1
LEN,0.06044763617410351,"['2019-01-28', '2018-01-25']",1,0.01059957153234444,1
LLY,0.9865333958325545,"['2019-02-19', '2018-02-20']",0,0.007163791535833355,3
LNC,0.9970916860820764,"['2019-02-20', '2018-02-22']",0,-0.005315501445152345,4
LKQ,0.9876986795854347,"['2019-03-01', '2018-02-28']",0,0.09263804099446615,1
LMT,0.918116400943224,"['2019-02-08', '2018-02-16']",0,-0.06691028577526507,8
L,0.9886570066113308,"['2019-02-13', '2018-02-15']",0,-0.007966869242761578,4
LOW,0.9841321378603444,"['2019-04-02', '2018-04-02']",0,-0.02136798500938321,2
LYB,0.9926034558340151,"['2019-02-21', '2018-02-22']",0,0.18304999921511655,3
MTB,0.9962125168717045,"['2019-02-20', '2018-02-22']",0,0.02121381319377518,4
M,0.9918052132508427,"['2019-04-03', '2018-04-04']",0,-0.07028139426208886,3
MRO,0.9938685886827399,"['2019-02-21', '2018-02-22']",0,0.1381974261008678,3
MPC,0.9587503034229422,"['2019-02-28', '2018-02-28']",0,-0.2302782314122694,2
MAR,0.9762447169301691,"['2019-03-01', '2018-02-15']",0,-0.11440161231961625,-8
MMC,0.9919832272408732,"['2019-02-21', '2018-02-22']",0,0.026316510785295923,3
MAS,0.9909334513175947,"['2019-02-07', '2018-02-08']",0,-0.11086732626108897,3
MA,0.993142969635042,"['2019-02-13', '2018-02-14']",0,0.008576646042260577,3
MAT,0.9932839904328115,"['2019-02-22', '2018-02-27']",0,0.018063131469024944,5
MKC,0.9021758601539002,"['2019-01-25', '2018-02-02']",0,-0.2008271930850169,8
MCD,1.0000000000000027,"['2019-02-22', '2018-02-23']",0,0.0,3
MCK,0.9894355056450014,"['2019-05-15', '2018-05-24']",0,-0.0800453930697712,9
MDT,0.08478218958712924,"['2019-06-21', '2018-06-22']",1,-0.004505654845122692,3
MRK,0.9904968571708179,"['2019-02-27', '2018-02-27']",0,0.07410089395936266,2
MET,0.9965731985357522,"['2019-02-22', '2018-03-01']",0,0.01852385965621491,7
MTD,0.9967094335251766,"['2019-02-08', '2018-02-09']",0,0.008814735706186268,3
MGM,0.9888560222755883,"['2019-02-27', '2018-03-01']",0,-0.002336669818188169,4
MCHP,0.08020086676707654,"['2019-05-30', '2018-05-18']",1,0.15091837430560726,-6
MU,0.9689125121237595,"['2018-10-15', '2017-10-26']",0,0.14061161528323893,11
MSFT,0.9914542640808081,"['2019-08-01', '2018-08-03']",0,0.03152800927065347,4
MAA,0.9911861364672098,"['2019-02-21', '2018-02-23']",0,-0.022961612373151124,4
MHK,0.99328254006083,"['2019-02-28', '2018-02-28']",0,0.08611658800459619,2
TAP,0.9906157022430054,"['2019-02-12', '2018-02-14']",0,-0.03376143736459456,4
MDLZ,0.08719216944516454,"['2019-02-08', '2018-02-09']",1,0.09645599480755278,3
MON,0.9939779570925628,"['2017-10-27', '2016-10-19']",0,-0.029091650827029303,-4
MNST,0.9899255716635321,"['2019-02-28', '2018-03-01']",0,-0.08706399336044407,3
MCO,0.9921539434923784,"['2019-02-25', '2018-02-27']",0,-0.0372585534823713,4
MS,0.9961378101069722,"['2019-02-26', '2018-02-27']",0,-0.01678711296420369,3
MSI,0.9808173229264293,"['2019-02-15', '2018-02-16']",0,-0.0584098672804192,3
NDAQ,0.9881680295677145,"['2019-02-22', '2018-02-28']",0,-0.007647448122817398,6
NOV,0.9819553126597709,"['2019-02-14', '2018-02-16']",0,-0.10431245051550872,4
NAVI,0.9922897155346092,"['2019-02-26', '2018-02-26']",0,0.01798312061782408,2
NKTR,0.9855145252362582,"['2019-03-01', '2018-03-01']",0,0.07688992712104194,2
NTAP,0.9920750905526945,"['2019-06-18', '2018-06-19']",0,0.046180222318983846,3
NWL,0.9873577068739934,"['2019-03-04', '2018-03-01']",0,0.12096470075696739,1
NFX,0.9804125092734446,"['2018-02-20', '2017-02-21']",0,-0.003138167421462363,3
NEM,0.9929777072995656,"['2019-02-21', '2018-02-22']",0,-0.15281927739593837,3
NWSA,0.9902313403687273,"['2019-08-13', '2018-08-15']",0,0.05277002440353097,4
NWS,0.9902313403687273,"['2019-08-13', '2018-08-15']",0,0.05277002440353097,4
NEE,0.9966193271878198,"['2019-02-15', '2018-02-16']",0,-0.030617380252855854,3
NLSN,0.9915208346757806,"['2019-02-28', '2018-02-08']",0,-0.018637582516723216,-12
NKE,0.9904178357574661,"['2019-07-23', '2018-07-25']",0,-0.02170700901453824,4
NI,0.9294086651437231,"['2019-02-20', '2018-02-20']",0,0.0639641461275586,2
NBL,0.08626099678973516,"['2019-02-19', '2018-02-20']",1,0.4184526213636963,3
JWN,0.9688399431262064,"['2019-03-18', '2018-03-19']",0,-0.010015291200764989,3
NSC,0.9947493025890467,"['2019-02-08', '2018-02-05']",0,0.10588657969121523,-1
NTRS,0.9978901094037762,"['2019-02-26', '2018-02-27']",0,-0.07364173833524068,3
NOC,0.984046036616673,"['2019-01-31', '2018-01-29']",0,-0.03135202901426696,0
NCLH,0.9907025166365333,"['2019-02-27', '2018-02-27']",0,-0.17058136754804298,2
NRG,0.981865490720926,"['2019-02-28', '2018-03-01']",0,0.022761002420091377,3
NUE,0.9894615841360073,"['2019-02-28', '2018-02-28']",0,-0.18311151464639736,2
NVDA,0.9913133108059444,"['2019-02-21', '2018-02-28']",0,-0.08720624167673512,7
ORLY,0.9960363822028531,"['2019-02-27', '2018-02-28']",0,-0.08668856577351818,3
OXY,0.9940497677770735,"['2019-02-21', '2018-02-23']",0,0.13712175762497514,4
OMC,0.9835636412816466,"['2019-02-12', '2018-02-15']",0,0.09253071377704941,5
OKE,0.9915382612141805,"['2019-02-26', '2018-02-27']",0,0.016644402803881395,3
ORCL,0.9883096846162422,"['2019-06-21', '2018-06-22']",0,-0.028765263806639504,3
PCAR,0.996215956580694,"['2019-02-21', '2018-02-21']",0,0.11464664118868115,2
PKG,0.9915418500305121,"['2019-02-28', '2018-02-28']",0,0.11232430202632122,2
PH,0.08049921269027423,"['2019-08-23', '2018-08-24']",1,0.1700527231296935,3
PAYX,0.9816567106843019,"['2019-07-24', '2018-07-20']",0,-0.039822451126305176,0
PYPL,0.987781870197597,"['2019-02-07', '2018-02-07']",0,-0.003849272524525813,2
PNR,0.9823729431864507,"['2019-02-19', '2018-02-27']",0,0.010016417749969225,8
PBCT,0.9977267731978695,"['2019-03-01', '2018-03-01']",0,0.028659657074192515,2
PEP,0.9909473933812819,"['2019-02-15', '2018-02-13']",0,-0.08626954947460426,0
PKI,0.9906533167799246,"['2019-02-26', '2018-02-27']",0,0.06270365388167105,3
PRGO,0.08594639191989459,"['2019-02-27', '2018-03-01']",1,-0.040917329089285005,4
PFE,0.9861402042113313,"['2019-02-28', '2018-02-22']",0,0.09724355079668866,-2
PM,0.9653695801620228,"['2019-02-07', '2018-02-13']",0,0.12700552400810103,6
PSX,0.9842146795534498,"['2019-02-22', '2018-02-23']",0,-0.2953153570457975,3
PNW,0.06922714973171402,"['2019-02-22', '2018-02-23']",1,0.2547096299029464,3
PXD,0.992988705476943,"['2019-02-26', '2018-02-20']",0,0.014086392758561151,-2
PNC,0.9968257301867104,"['2019-03-01', '2018-02-28']",0,0.00394272742592411,1
RL,0.9932990767896371,"['2019-05-16', '2018-05-23']",0,-0.01040800065654513,7
PPL,0.9941164104937169,"['2019-02-14', '2018-02-22']",0,0.047065905740730475,8
PFG,0.9974079568936545,"['2019-02-13', '2018-02-09']",0,-0.07493618424649688,0
PG,1.0000000000000027,"['2019-08-06', '2018-08-07']",0,0.0,3
PGR,0.982006022146111,"['2019-02-27', '2018-02-27']",0,0.084121838446044,2
PLD,0.964741783841916,"['2019-02-13', '2018-02-15']",0,0.2507727853521564,4
PRU,0.9958631295449317,"['2019-02-15', '2018-02-16']",0,0.015284693435186262,3
PEG,0.9930305443560329,"['2019-02-28', '2018-02-26']",0,-0.04049632564465734,0
PSA,0.9919619628468029,"['2019-02-27', '2018-03-01']",0,-0.10700554287579477,4
PHM,0.08127504569609295,"['2019-01-31', '2018-02-07']",1,-0.11733990476570107,7
PVH,0.9939390238445408,"['2019-03-29', '2018-03-30']",0,-0.025517567917764168,3
QRVO,0.9807915040930235,"['2019-05-17', '2018-05-21']",0,-0.06684574161800456,4
QCOM,0.9270093998180472,"['2018-11-07', '2017-11-01']",0,-0.05070943152264019,-2
PWR,0.09051792217360934,"['2019-02-28', '2018-02-28']",1,0.18911266641953614,2
DGX,0.9938461216645363,"['2019-02-21', '2018-02-23']",0,0.002581389301809987,4
RRC,0.9946153260026863,"['2019-02-25', '2018-02-28']",0,0.02616202820681458,5
RJF,0.9945655689676718,"['2018-11-21', '2017-11-22']",0,-0.04500466701869264,3
RTN,0.08316784429795193,"['2019-02-13', '2018-02-14']",1,0.5794889465955787,3
RHT,0.08197658504226678,"['2019-04-24', '2018-04-26']",1,0.17590730808759306,4
REG,0.9939858847281161,"['2019-02-21', '2018-02-27']",0,-0.07633107676587723,6
REGN,0.9826972436394519,"['2019-02-07', '2018-02-08']",0,0.11000378030259352,3
RF,0.9962629558130587,"['2019-02-22', '2018-02-26']",0,0.017536854004764752,4
RSG,0.08994200473002834,"['2019-02-08', '2018-02-09']",1,0.17126758328692904,3
RMD,0.9846656490687622,"['2019-08-08', '2018-08-17']",0,0.10841437400740678,9
RHI,0.9924272857565946,"['2019-02-15', '2018-02-20']",0,-0.008783994112247792,5
ROK,0.9878731088252058,"['2018-11-09', '2017-11-15']",0,0.022702427957612594,6
ROP,0.9575195862982211,"['2019-02-25', '2018-02-23']",0,0.029421231370763953,2
ROST,0.9918300516855831,"['2019-04-02', '2018-04-03']",0,-0.06285878643479385,3
RCL,0.9797707044007777,"['2019-02-22', '2018-02-21']",0,0.05849608762144594,1
SPGI,0.9888126500735096,"['2019-02-13', '2018-02-09']",0,-0.05761340614941996,0
CRM,0.9739960804031335,"['2019-03-08', '2018-03-09']",0,-0.09217643383220067,3
SBAC,0.9960096677501763,"['2019-02-28', '2018-03-01']",0,-0.06263688444837398,3
SLB,0.9918443298718491,"['2019-01-23', '2018-01-24']",0,0.0010949954431284067,3
STX,0.9919925100752082,"['2019-08-02', '2018-08-03']",0,-0.0758529047448961,3
SEE,0.9895414126838227,"['2019-02-19', '2018-02-21']",0,-0.024291068077094625,4
SRE,0.06677030068339523,"['2019-02-26', '2018-02-27']",1,0.5009112636405364,3
SHW,0.9930021355532778,"['2019-02-22', '2018-02-23']",0,0.18987778114447532,3
SPG,0.9949856801961918,"['2019-02-22', '2018-02-23']",0,0.048976556532791524,3
SLG,0.9950224651508552,"['2019-02-27', '2018-02-23']",0,0.03131501522185815,0
SNA,0.9936754584779308,"['2019-02-14', '2018-02-15']",0,0.01099086770992015,3
SO,0.9230561573051712,"['2019-02-20', '2018-02-21']",0,-0.42901465281824547,3
LUV,0.992115306883042,"['2019-02-05', '2018-02-07']",0,0.05687351545865387,4
SWK,0.9932590999672993,"['2019-02-26', '2018-02-27']",0,0.07759821179170229,3
SBUX,0.9862939930021601,"['2018-11-16', '2017-11-17']",0,-0.03699791353366225,3
STT,0.99143717221219,"['2019-02-21', '2018-02-26']",0,-0.11893381369457458,5
SRCL,0.9772888645249299,"['2019-02-28', '2018-02-26']",0,-0.0503595061934263,0
SYK,0.9885529232737598,"['2019-02-07', '2018-02-08']",0,0.031202330619029446,3
STI,0.0849565989833005,"['2019-02-22', '2018-02-23']",1,-0.11671216192000333,3
SIVB,0.9970092778198009,"['2019-02-28', '2018-02-28']",0,0.0043402253328780815,2
SYF,0.9935843329574,"['2019-02-15', '2018-02-22']",0,0.004912222818086727,7
SNPS,0.9865573212424101,"['2018-12-17', '2017-12-14']",0,0.010604077698759717,1
SYY,0.09185713362322744,"['2019-08-26', '2018-08-27']",1,0.007445100546814136,3
TROW,0.9865742830378206,"['2019-02-13', '2018-02-16']",0,-0.028980453888183124,5
TTWO,0.9824684953578802,"['2019-05-14', '2018-05-17']",0,-0.04925672578549405,5
TPR,0.0807003031835503,"['2019-08-15', '2018-08-16']",1,0.09796527696899228,3
TGT,0.9738448327679476,"['2019-03-13', '2018-03-14']",0,-0.08901148970259602,3
TEL,0.9963783626646407,"['2018-11-13', '2017-11-14']",0,0.020117345166730197,3
FTI,0.9898918490614526,"['2019-03-11', '2018-04-02']",0,0.12686780491820546,18
TXN,0.9939543063178897,"['2019-02-22', '2018-02-22']",0,0.015589907203128826,2
TXT,0.9903392720498494,"['2019-02-14', '2018-02-15']",0,0.012229010674876974,3
BK,0.9965185942115835,"['2019-02-27', '2018-02-28']",0,-0.19033437529679237,3
CLX,0.0711328742364391,"['2019-08-14', '2018-08-14']",1,0.05984872190140612,2
COO,0.9867143705487651,"['2018-12-21', '2017-12-22']",0,0.10116224527091384,3
HSY,0.09257122480043115,"['2019-02-22', '2018-02-27']",1,0.15563989189322025,5
MOS,0.9925637369981575,"['2019-03-13', '2018-02-21']",0,0.07068250553946602,-12
TRV,0.9961310590355315,"['2019-02-14', '2018-02-15']",0,0.02631106635200903,3
TMO,0.9960653667760142,"['2019-02-27', '2018-02-28']",0,0.011605340312894397,3
TIF,0.9933682718552302,"['2019-03-22', '2018-03-16']",0,0.04468842166658793,-2
TJX,0.983916112708103,"['2019-04-03', '2018-04-04']",0,-0.0312189579575604,3
TSCO,0.9913542636291731,"['2019-02-21', '2018-02-22']",0,-0.0007401814080274688,3
TDG,0.9925729937754424,"['2018-11-09', '2017-11-13']",0,0.055998898875235584,4
TRIP,0.9877295883030183,"['2019-02-22', '2018-02-21']",0,-0.10092096745675962,1
TSN,0.9902747445756906,"['2018-11-13', '2017-11-13']",0,0.15427047096394708,2
USB,0.9765868494159494,"['2019-02-22', '2018-02-22']",0,-0.07558353152377076,2
UDR,0.9957967210502985,"['2019-02-19', '2018-02-20']",0,-0.0361559225827698,3
ULTA,0.9894478383183568,"['2019-04-02', '2018-04-03']",0,-0.08867413051996394,3
UAA,0.081980714034466,"['2019-02-25', '2018-02-28']",1,0.2719142268453067,5
UA,0.081980714034466,"['2019-02-25', '2018-02-28']",1,0.2719142268453067,5
UNP,0.9898520583293634,"['2019-02-08', '2018-02-09']",0,0.04304798223080413,3
UAL,0.985568914329858,"['2019-02-28', '2018-02-22']",0,-0.10896764149502736,-2
UNH,0.9979006327353331,"['2019-02-12', '2018-02-13']",0,0.012354954142401505,3
UPS,0.98897465231972,"['2019-02-21', '2018-02-21']",0,0.04294563757316734,2
URI,0.0806213892555858,"['2019-01-23', '2018-01-24']",1,-0.03738653308125568,3
UHS,0.996138065868498,"['2019-02-27', '2018-02-28']",0,-0.07436935958531699,3
UNM,0.9969102852885023,"['2019-02-19', '2018-02-21']",0,-0.03954490078917736,4
VLO,0.9924344814894971,"['2019-02-28', '2018-02-28']",0,0.1578226240397024,2
VAR,0.9853220558401865,"['2018-11-26', '2017-11-27']",0,0.0788240988746254,3
VTR,0.06383773636495428,"['2019-02-08', '2018-02-09']",1,0.0955421988389001,3
VRSN,0.9887025647208328,"['2019-02-15', '2018-02-16']",0,0.029653166130407593,3
VRSK,0.9860180330202588,"['2019-02-19', '2018-02-20']",0,0.09113850628070297,3
VZ,0.9896760528699134,"['2019-02-15', '2018-02-23']",0,0.0916481444037549,8
VRTX,0.985377660682961,"['2019-02-13', '2018-02-15']",0,0.0780038976007127,4
VIAB,0.9904317643341697,"['2018-11-16', '2017-11-16']",0,0.06521609218606354,2
V,0.9918392179818329,"['2018-11-16', '2017-11-17']",0,0.03675473460516517,3
VNO,0.992821039530171,"['2019-02-11', '2018-02-12']",0,0.06985787927584584,3
VMC,0.9912011877708362,"['2019-02-26', '2018-02-27']",0,-0.030823716935150073,3
WMT,0.9892402019779116,"['2019-03-28', '2018-03-30']",0,-0.04439454548752288,4
WBA,0.9799963702986519,"['2018-10-11', '2017-10-25']",0,-0.01671822114365582,12
WM,0.9936933518255234,"['2019-02-14', '2018-02-15']",0,-0.10430197388061635,3
WEC,0.9902764319857996,"['2019-02-26', '2018-02-28']",0,-0.020627031694090893,4
WFC,0.973207606259915,"['2019-02-27', '2018-03-01']",0,0.07706033756160839,4
WELL,0.08932688967897875,"['2019-02-25', '2018-02-28']",1,-0.04682719243941456,5
WDC,0.09846960002727058,"['2019-08-27', '2018-08-24']",1,0.38432340507753066,1
WU,0.9958536675325136,"['2019-02-21', '2018-02-22']",0,-0.03417845037667743,3
WY,0.9882486456644096,"['2019-02-15', '2018-02-16']",0,-0.14134547050323404,3
WHR,0.9846551035516137,"['2019-02-12', '2018-02-13']",0,0.03931558346591979,3
WMB,0.9829691476569224,"['2019-02-21', '2018-02-22']",0,-0.007165068165908724,3
WYNN,0.9896486534298213,"['2019-02-28', '2018-02-28']",0,-0.05802307561732578,2
XEL,0.9792253420167594,"['2019-02-22', '2018-02-23']",0,0.11034194747267814,3
XLNX,0.9888327656050806,"['2019-05-10', '2018-05-15']",0,0.04532333063349306,5
XYL,1.0000000000000027,"['2019-02-22', '2018-02-23']",0,0.0,3
YUM,1.0000000000000027,"['2019-02-21', '2018-02-22']",0,0.0,3
ZBH,0.9845409921936548,"['2019-02-26', '2018-02-27']",0,-0.1299939797974466,3
ZION,0.9101638144036479,"['2019-02-26', '2018-03-01']",0,0.1577956645100439,5
ZTS,0.9914737478455768,"['2019-02-14', '2018-02-15']",0,-0.004873601469100052,3
0001067983,0.9934410582091976,"['2019-02-25', '2018-02-26']",0,0.05691381460996778,3
0000014693,0.9912869726793528,"['2019-06-13', '2018-06-13']",0,0.009332846838514425,2
